"","date","common_holiday"
"3570",2010-10-31,"Non-holiday"
"3571",2010-11-01,"Non-holiday"
"3572",2010-11-02,"Non-holiday"
"3573",2010-11-03,"Non-holiday"
"3574",2010-11-04,"Non-holiday"
"3575",2010-11-05,"Non-holiday"
"3576",2010-11-06,"Non-holiday"
"3577",2010-11-07,"Non-holiday"
"3578",2010-11-08,"Non-holiday"
"3579",2010-11-09,"Non-holiday"
"3580",2010-11-10,"Non-holiday"
"3581",2010-11-11,"Non-holiday"
"3582",2010-11-12,"Non-holiday"
"3583",2010-11-13,"Non-holiday"
"3584",2010-11-14,"Non-holiday"
"3585",2010-11-15,"Non-holiday"
"3586",2010-11-16,"Non-holiday"
"3587",2010-11-17,"Non-holiday"
"3588",2010-11-18,"Non-holiday"
"3589",2010-11-19,"Non-holiday"
"3590",2010-11-20,"Non-holiday"
"3591",2010-11-21,"Non-holiday"
"3592",2010-11-22,"Non-holiday"
"3593",2010-11-23,"Non-holiday"
"3594",2010-11-24,"Non-holiday"
"3595",2010-11-25,"Holiday"
"3596",2010-11-26,"Holiday"
"3597",2010-11-27,"Non-holiday"
"3598",2010-11-28,"Non-holiday"
"3599",2010-11-29,"Non-holiday"
"3600",2010-11-30,"Non-holiday"
"3601",2010-12-01,"Non-holiday"
"3602",2010-12-02,"Non-holiday"
"3603",2010-12-03,"Non-holiday"
"3604",2010-12-04,"Non-holiday"
"3605",2010-12-05,"Non-holiday"
"3606",2010-12-06,"Non-holiday"
"3607",2010-12-07,"Non-holiday"
"3608",2010-12-08,"Non-holiday"
"3609",2010-12-09,"Non-holiday"
"3610",2010-12-10,"Non-holiday"
"3611",2010-12-11,"Non-holiday"
"3612",2010-12-12,"Non-holiday"
"3613",2010-12-13,"Non-holiday"
"3614",2010-12-14,"Non-holiday"
"3615",2010-12-15,"Non-holiday"
"3616",2010-12-16,"Non-holiday"
"3617",2010-12-17,"Non-holiday"
"3618",2010-12-18,"Non-holiday"
"3619",2010-12-19,"Non-holiday"
"3620",2010-12-20,"Non-holiday"
"3621",2010-12-21,"Non-holiday"
"3622",2010-12-22,"Non-holiday"
"3623",2010-12-23,"Non-holiday"
"3624",2010-12-24,"Holiday"
"3625",2010-12-25,"Holiday"
"3626",2010-12-26,"Non-holiday"
"3627",2010-12-27,"Non-holiday"
"3628",2010-12-28,"Non-holiday"
"3629",2010-12-29,"Non-holiday"
"3630",2010-12-30,"Non-holiday"
"3631",2010-12-31,"Holiday"
"3632",2011-01-01,"Holiday"
"3633",2011-01-02,"Non-holiday"
"3634",2011-01-03,"Non-holiday"
"3635",2011-01-04,"Non-holiday"
"3636",2011-01-05,"Non-holiday"
"3637",2011-01-06,"Non-holiday"
"3638",2011-01-07,"Non-holiday"
"3639",2011-01-08,"Non-holiday"
"3640",2011-01-09,"Non-holiday"
"3641",2011-01-10,"Non-holiday"
"3642",2011-01-11,"Non-holiday"
"3643",2011-01-12,"Non-holiday"
"3644",2011-01-13,"Non-holiday"
"3645",2011-01-14,"Non-holiday"
"3646",2011-01-15,"Non-holiday"
"3647",2011-01-16,"Non-holiday"
"3648",2011-01-17,"Holiday"
"3649",2011-01-18,"Non-holiday"
"3650",2011-01-19,"Non-holiday"
"3651",2011-01-20,"Non-holiday"
"3652",2011-01-21,"Non-holiday"
"3653",2011-01-22,"Non-holiday"
"3654",2011-01-23,"Non-holiday"
"3655",2011-01-24,"Non-holiday"
"3656",2011-01-25,"Non-holiday"
"3657",2011-01-26,"Non-holiday"
"3658",2011-01-27,"Non-holiday"
"3659",2011-01-28,"Non-holiday"
"3660",2011-01-29,"Non-holiday"
"3661",2011-01-30,"Non-holiday"
"3662",2011-01-31,"Non-holiday"
"3663",2011-02-01,"Non-holiday"
"3664",2011-02-02,"Non-holiday"
"3665",2011-02-03,"Non-holiday"
"3666",2011-02-04,"Non-holiday"
"3667",2011-02-05,"Non-holiday"
"3668",2011-02-06,"Non-holiday"
"3669",2011-02-07,"Non-holiday"
"3670",2011-02-08,"Non-holiday"
"3671",2011-02-09,"Non-holiday"
"3672",2011-02-10,"Non-holiday"
"3673",2011-02-11,"Non-holiday"
"3674",2011-02-12,"Non-holiday"
"3675",2011-02-13,"Non-holiday"
"3676",2011-02-14,"Non-holiday"
"3677",2011-02-15,"Non-holiday"
"3678",2011-02-16,"Non-holiday"
"3679",2011-02-17,"Non-holiday"
"3680",2011-02-18,"Non-holiday"
"3681",2011-02-19,"Non-holiday"
"3682",2011-02-20,"Non-holiday"
"3683",2011-02-21,"Holiday"
"3684",2011-02-22,"Non-holiday"
"3685",2011-02-23,"Non-holiday"
"3686",2011-02-24,"Non-holiday"
"3687",2011-02-25,"Non-holiday"
"3688",2011-02-26,"Non-holiday"
"3689",2011-02-27,"Non-holiday"
"3690",2011-02-28,"Non-holiday"
"3691",2011-03-01,"Non-holiday"
"3692",2011-03-02,"Non-holiday"
"3693",2011-03-03,"Non-holiday"
"3694",2011-03-04,"Non-holiday"
"3695",2011-03-05,"Non-holiday"
"3696",2011-03-06,"Non-holiday"
"3697",2011-03-07,"Non-holiday"
"3698",2011-03-08,"Non-holiday"
"3699",2011-03-09,"Non-holiday"
"3700",2011-03-10,"Non-holiday"
"3701",2011-03-11,"Non-holiday"
"3702",2011-03-12,"Non-holiday"
"3703",2011-03-13,"Non-holiday"
"3704",2011-03-14,"Non-holiday"
"3705",2011-03-15,"Non-holiday"
"3706",2011-03-16,"Non-holiday"
"3707",2011-03-17,"Non-holiday"
"3708",2011-03-18,"Non-holiday"
"3709",2011-03-19,"Non-holiday"
"3710",2011-03-20,"Non-holiday"
"3711",2011-03-21,"Non-holiday"
"3712",2011-03-22,"Non-holiday"
"3713",2011-03-23,"Non-holiday"
"3714",2011-03-24,"Non-holiday"
"3715",2011-03-25,"Non-holiday"
"3716",2011-03-26,"Non-holiday"
"3717",2011-03-27,"Non-holiday"
"3718",2011-03-28,"Non-holiday"
"3719",2011-03-29,"Non-holiday"
"3720",2011-03-30,"Non-holiday"
"3721",2011-03-31,"Non-holiday"
"3722",2011-04-01,"Non-holiday"
"3723",2011-04-02,"Non-holiday"
"3724",2011-04-03,"Non-holiday"
"3725",2011-04-04,"Non-holiday"
"3726",2011-04-05,"Non-holiday"
"3727",2011-04-06,"Non-holiday"
"3728",2011-04-07,"Non-holiday"
"3729",2011-04-08,"Non-holiday"
"3730",2011-04-09,"Non-holiday"
"3731",2011-04-10,"Non-holiday"
"3732",2011-04-11,"Non-holiday"
"3733",2011-04-12,"Non-holiday"
"3734",2011-04-13,"Non-holiday"
"3735",2011-04-14,"Non-holiday"
"3736",2011-04-15,"Non-holiday"
"3737",2011-04-16,"Non-holiday"
"3738",2011-04-17,"Non-holiday"
"3739",2011-04-18,"Non-holiday"
"3740",2011-04-19,"Non-holiday"
"3741",2011-04-20,"Non-holiday"
"3742",2011-04-21,"Non-holiday"
"3743",2011-04-22,"Non-holiday"
"3744",2011-04-23,"Non-holiday"
"3745",2011-04-24,"Non-holiday"
"3746",2011-04-25,"Non-holiday"
"3747",2011-04-26,"Non-holiday"
"3748",2011-04-27,"Non-holiday"
"3749",2011-04-28,"Non-holiday"
"3750",2011-04-29,"Non-holiday"
"3751",2011-04-30,"Non-holiday"
"3752",2011-05-01,"Non-holiday"
"3753",2011-05-02,"Non-holiday"
"3754",2011-05-03,"Non-holiday"
"3755",2011-05-04,"Non-holiday"
"3756",2011-05-05,"Non-holiday"
"3757",2011-05-06,"Non-holiday"
"3758",2011-05-07,"Non-holiday"
"3759",2011-05-08,"Non-holiday"
"3760",2011-05-09,"Non-holiday"
"3761",2011-05-10,"Non-holiday"
"3762",2011-05-11,"Non-holiday"
"3763",2011-05-12,"Non-holiday"
"3764",2011-05-13,"Non-holiday"
"3765",2011-05-14,"Non-holiday"
"3766",2011-05-15,"Non-holiday"
"3767",2011-05-16,"Non-holiday"
"3768",2011-05-17,"Non-holiday"
"3769",2011-05-18,"Non-holiday"
"3770",2011-05-19,"Non-holiday"
"3771",2011-05-20,"Non-holiday"
"3772",2011-05-21,"Non-holiday"
"3773",2011-05-22,"Non-holiday"
"3774",2011-05-23,"Non-holiday"
"3775",2011-05-24,"Non-holiday"
"3776",2011-05-25,"Non-holiday"
"3777",2011-05-26,"Non-holiday"
"3778",2011-05-27,"Non-holiday"
"3779",2011-05-28,"Non-holiday"
"3780",2011-05-29,"Non-holiday"
"3781",2011-05-30,"Holiday"
"3782",2011-05-31,"Non-holiday"
"3783",2011-06-01,"Non-holiday"
"3784",2011-06-02,"Non-holiday"
"3785",2011-06-03,"Non-holiday"
"3786",2011-06-04,"Non-holiday"
"3787",2011-06-05,"Non-holiday"
"3788",2011-06-06,"Non-holiday"
"3789",2011-06-07,"Non-holiday"
"3790",2011-06-08,"Non-holiday"
"3791",2011-06-09,"Non-holiday"
"3792",2011-06-10,"Non-holiday"
"3793",2011-06-11,"Non-holiday"
"3794",2011-06-12,"Non-holiday"
"3795",2011-06-13,"Non-holiday"
"3796",2011-06-14,"Non-holiday"
"3797",2011-06-15,"Non-holiday"
"3798",2011-06-16,"Non-holiday"
"3799",2011-06-17,"Non-holiday"
"3800",2011-06-18,"Non-holiday"
"3801",2011-06-19,"Non-holiday"
"3802",2011-06-20,"Non-holiday"
"3803",2011-06-21,"Non-holiday"
"3804",2011-06-22,"Non-holiday"
"3805",2011-06-23,"Non-holiday"
"3806",2011-06-24,"Non-holiday"
"3807",2011-06-25,"Non-holiday"
"3808",2011-06-26,"Non-holiday"
"3809",2011-06-27,"Non-holiday"
"3810",2011-06-28,"Non-holiday"
"3811",2011-06-29,"Non-holiday"
"3812",2011-06-30,"Non-holiday"
"3813",2011-07-01,"Non-holiday"
"3814",2011-07-02,"Non-holiday"
"3815",2011-07-03,"Non-holiday"
"3816",2011-07-04,"Holiday"
"3817",2011-07-05,"Non-holiday"
"3818",2011-07-06,"Non-holiday"
"3819",2011-07-07,"Non-holiday"
"3820",2011-07-08,"Non-holiday"
"3821",2011-07-09,"Non-holiday"
"3822",2011-07-10,"Non-holiday"
"3823",2011-07-11,"Non-holiday"
"3824",2011-07-12,"Non-holiday"
"3825",2011-07-13,"Non-holiday"
"3826",2011-07-14,"Non-holiday"
"3827",2011-07-15,"Non-holiday"
"3828",2011-07-16,"Non-holiday"
"3829",2011-07-17,"Non-holiday"
"3830",2011-07-18,"Non-holiday"
"3831",2011-07-19,"Non-holiday"
"3832",2011-07-20,"Non-holiday"
"3833",2011-07-21,"Non-holiday"
"3834",2011-07-22,"Non-holiday"
"3835",2011-07-23,"Non-holiday"
"3836",2011-07-24,"Non-holiday"
"3837",2011-07-25,"Non-holiday"
"3838",2011-07-26,"Non-holiday"
"3839",2011-07-27,"Non-holiday"
"3840",2011-07-28,"Non-holiday"
"3841",2011-07-29,"Non-holiday"
"3842",2011-07-30,"Non-holiday"
"3843",2011-07-31,"Non-holiday"
"3844",2011-08-01,"Non-holiday"
"3845",2011-08-02,"Non-holiday"
"3846",2011-08-03,"Non-holiday"
"3847",2011-08-04,"Non-holiday"
"3848",2011-08-05,"Non-holiday"
"3849",2011-08-06,"Non-holiday"
"3850",2011-08-07,"Non-holiday"
"3851",2011-08-08,"Non-holiday"
"3852",2011-08-09,"Non-holiday"
"3853",2011-08-10,"Non-holiday"
"3854",2011-08-11,"Non-holiday"
"3855",2011-08-12,"Non-holiday"
"3856",2011-08-13,"Non-holiday"
"3857",2011-08-14,"Non-holiday"
"3858",2011-08-15,"Non-holiday"
"3859",2011-08-16,"Non-holiday"
"3860",2011-08-17,"Non-holiday"
"3861",2011-08-18,"Non-holiday"
"3862",2011-08-19,"Non-holiday"
"3863",2011-08-20,"Non-holiday"
"3864",2011-08-21,"Non-holiday"
"3865",2011-08-22,"Non-holiday"
"3866",2011-08-23,"Non-holiday"
"3867",2011-08-24,"Non-holiday"
"3868",2011-08-25,"Non-holiday"
"3869",2011-08-26,"Non-holiday"
"3870",2011-08-27,"Non-holiday"
"3871",2011-08-28,"Non-holiday"
"3872",2011-08-29,"Non-holiday"
"3873",2011-08-30,"Non-holiday"
"3874",2011-08-31,"Non-holiday"
"3875",2011-09-01,"Non-holiday"
"3876",2011-09-02,"Non-holiday"
"3877",2011-09-03,"Non-holiday"
"3878",2011-09-04,"Non-holiday"
"3879",2011-09-05,"Holiday"
"3880",2011-09-06,"Non-holiday"
"3881",2011-09-07,"Non-holiday"
"3882",2011-09-08,"Non-holiday"
"3883",2011-09-09,"Non-holiday"
"3884",2011-09-10,"Non-holiday"
"3885",2011-09-11,"Non-holiday"
"3886",2011-09-12,"Non-holiday"
"3887",2011-09-13,"Non-holiday"
"3888",2011-09-14,"Non-holiday"
"3889",2011-09-15,"Non-holiday"
"3890",2011-09-16,"Non-holiday"
"3891",2011-09-17,"Non-holiday"
"3892",2011-09-18,"Non-holiday"
"3893",2011-09-19,"Non-holiday"
"3894",2011-09-20,"Non-holiday"
"3895",2011-09-21,"Non-holiday"
"3896",2011-09-22,"Non-holiday"
"3897",2011-09-23,"Non-holiday"
"3898",2011-09-24,"Non-holiday"
"3899",2011-09-25,"Non-holiday"
"3900",2011-09-26,"Non-holiday"
"3901",2011-09-27,"Non-holiday"
"3902",2011-09-28,"Non-holiday"
"3903",2011-09-29,"Non-holiday"
"3904",2011-09-30,"Non-holiday"
"3905",2011-10-01,"Non-holiday"
"3906",2011-10-02,"Non-holiday"
"3907",2011-10-03,"Non-holiday"
"3908",2011-10-04,"Non-holiday"
"3909",2011-10-05,"Non-holiday"
"3910",2011-10-06,"Non-holiday"
"3911",2011-10-07,"Non-holiday"
"3912",2011-10-08,"Non-holiday"
"3913",2011-10-09,"Non-holiday"
"3914",2011-10-10,"Non-holiday"
"3915",2011-10-11,"Non-holiday"
"3916",2011-10-12,"Non-holiday"
"3917",2011-10-13,"Non-holiday"
"3918",2011-10-14,"Non-holiday"
"3919",2011-10-15,"Non-holiday"
"3920",2011-10-16,"Non-holiday"
"3921",2011-10-17,"Non-holiday"
"3922",2011-10-18,"Non-holiday"
"3923",2011-10-19,"Non-holiday"
"3924",2011-10-20,"Non-holiday"
"3925",2011-10-21,"Non-holiday"
"3926",2011-10-22,"Non-holiday"
"3927",2011-10-23,"Non-holiday"
"3928",2011-10-24,"Non-holiday"
"3929",2011-10-25,"Non-holiday"
"3930",2011-10-26,"Non-holiday"
"3931",2011-10-27,"Non-holiday"
"3932",2011-10-28,"Non-holiday"
"3933",2011-10-29,"Non-holiday"
"3934",2011-10-30,"Non-holiday"
"3935",2011-10-31,"Non-holiday"
"3936",2011-11-01,"Non-holiday"
"3937",2011-11-02,"Non-holiday"
"3938",2011-11-03,"Non-holiday"
"3939",2011-11-04,"Non-holiday"
"3940",2011-11-05,"Non-holiday"
"3941",2011-11-06,"Non-holiday"
"3942",2011-11-07,"Non-holiday"
"3943",2011-11-08,"Non-holiday"
"3944",2011-11-09,"Non-holiday"
"3945",2011-11-10,"Non-holiday"
"3946",2011-11-11,"Non-holiday"
"3947",2011-11-12,"Non-holiday"
"3948",2011-11-13,"Non-holiday"
"3949",2011-11-14,"Non-holiday"
"3950",2011-11-15,"Non-holiday"
"3951",2011-11-16,"Non-holiday"
"3952",2011-11-17,"Non-holiday"
"3953",2011-11-18,"Non-holiday"
"3954",2011-11-19,"Non-holiday"
"3955",2011-11-20,"Non-holiday"
"3956",2011-11-21,"Non-holiday"
"3957",2011-11-22,"Non-holiday"
"3958",2011-11-23,"Non-holiday"
"3959",2011-11-24,"Holiday"
"3960",2011-11-25,"Holiday"
"3961",2011-11-26,"Non-holiday"
"3962",2011-11-27,"Non-holiday"
"3963",2011-11-28,"Non-holiday"
"3964",2011-11-29,"Non-holiday"
"3965",2011-11-30,"Non-holiday"
"3966",2011-12-01,"Non-holiday"
"3967",2011-12-02,"Non-holiday"
"3968",2011-12-03,"Non-holiday"
"3969",2011-12-04,"Non-holiday"
"3970",2011-12-05,"Non-holiday"
"3971",2011-12-06,"Non-holiday"
"3972",2011-12-07,"Non-holiday"
"3973",2011-12-08,"Non-holiday"
"3974",2011-12-09,"Non-holiday"
"3975",2011-12-10,"Non-holiday"
"3976",2011-12-11,"Non-holiday"
"3977",2011-12-12,"Non-holiday"
"3978",2011-12-13,"Non-holiday"
"3979",2011-12-14,"Non-holiday"
"3980",2011-12-15,"Non-holiday"
"3981",2011-12-16,"Non-holiday"
"3982",2011-12-17,"Non-holiday"
"3983",2011-12-18,"Non-holiday"
"3984",2011-12-19,"Non-holiday"
"3985",2011-12-20,"Non-holiday"
"3986",2011-12-21,"Non-holiday"
"3987",2011-12-22,"Non-holiday"
"3988",2011-12-23,"Non-holiday"
"3989",2011-12-24,"Holiday"
"3990",2011-12-25,"Holiday"
"3991",2011-12-26,"Holiday"
"3992",2011-12-27,"Non-holiday"
"3993",2011-12-28,"Non-holiday"
"3994",2011-12-29,"Non-holiday"
"3995",2011-12-30,"Non-holiday"
"3996",2011-12-31,"Non-holiday"
"3997",2012-01-01,"Holiday"
"3998",2012-01-02,"Holiday"
"3999",2012-01-03,"Non-holiday"
"4000",2012-01-04,"Non-holiday"
"4001",2012-01-05,"Non-holiday"
"4002",2012-01-06,"Non-holiday"
"4003",2012-01-07,"Non-holiday"
"4004",2012-01-08,"Non-holiday"
"4005",2012-01-09,"Non-holiday"
"4006",2012-01-10,"Non-holiday"
"4007",2012-01-11,"Non-holiday"
"4008",2012-01-12,"Non-holiday"
"4009",2012-01-13,"Non-holiday"
"4010",2012-01-14,"Non-holiday"
"4011",2012-01-15,"Non-holiday"
"4012",2012-01-16,"Holiday"
"4013",2012-01-17,"Non-holiday"
"4014",2012-01-18,"Non-holiday"
"4015",2012-01-19,"Non-holiday"
"4016",2012-01-20,"Non-holiday"
"4017",2012-01-21,"Non-holiday"
"4018",2012-01-22,"Non-holiday"
"4019",2012-01-23,"Non-holiday"
"4020",2012-01-24,"Non-holiday"
"4021",2012-01-25,"Non-holiday"
"4022",2012-01-26,"Non-holiday"
"4023",2012-01-27,"Non-holiday"
"4024",2012-01-28,"Non-holiday"
"4025",2012-01-29,"Non-holiday"
"4026",2012-01-30,"Non-holiday"
"4027",2012-01-31,"Non-holiday"
"4028",2012-02-01,"Non-holiday"
"4029",2012-02-02,"Non-holiday"
"4030",2012-02-03,"Non-holiday"
"4031",2012-02-04,"Non-holiday"
"4032",2012-02-05,"Non-holiday"
"4033",2012-02-06,"Non-holiday"
"4034",2012-02-07,"Non-holiday"
"4035",2012-02-08,"Non-holiday"
"4036",2012-02-09,"Non-holiday"
"4037",2012-02-10,"Non-holiday"
"4038",2012-02-11,"Non-holiday"
"4039",2012-02-12,"Non-holiday"
"4040",2012-02-13,"Non-holiday"
"4041",2012-02-14,"Non-holiday"
"4042",2012-02-15,"Non-holiday"
"4043",2012-02-16,"Non-holiday"
"4044",2012-02-17,"Non-holiday"
"4045",2012-02-18,"Non-holiday"
"4046",2012-02-19,"Non-holiday"
"4047",2012-02-20,"Holiday"
"4048",2012-02-21,"Non-holiday"
"4049",2012-02-22,"Non-holiday"
"4050",2012-02-23,"Non-holiday"
"4051",2012-02-24,"Non-holiday"
"4052",2012-02-25,"Non-holiday"
"4053",2012-02-26,"Non-holiday"
"4054",2012-02-27,"Non-holiday"
"4055",2012-02-28,"Non-holiday"
"4056",2012-02-29,"Non-holiday"
"4057",2012-03-01,"Non-holiday"
"4058",2012-03-02,"Non-holiday"
"4059",2012-03-03,"Non-holiday"
"4060",2012-03-04,"Non-holiday"
"4061",2012-03-05,"Non-holiday"
"4062",2012-03-06,"Non-holiday"
"4063",2012-03-07,"Non-holiday"
"4064",2012-03-08,"Non-holiday"
"4065",2012-03-09,"Non-holiday"
"4066",2012-03-10,"Non-holiday"
"4067",2012-03-11,"Non-holiday"
"4068",2012-03-12,"Non-holiday"
"4069",2012-03-13,"Non-holiday"
"4070",2012-03-14,"Non-holiday"
"4071",2012-03-15,"Non-holiday"
"4072",2012-03-16,"Non-holiday"
"4073",2012-03-17,"Non-holiday"
"4074",2012-03-18,"Non-holiday"
"4075",2012-03-19,"Non-holiday"
"4076",2012-03-20,"Non-holiday"
"4077",2012-03-21,"Non-holiday"
"4078",2012-03-22,"Non-holiday"
"4079",2012-03-23,"Non-holiday"
"4080",2012-03-24,"Non-holiday"
"4081",2012-03-25,"Non-holiday"
"4082",2012-03-26,"Non-holiday"
"4083",2012-03-27,"Non-holiday"
"4084",2012-03-28,"Non-holiday"
"4085",2012-03-29,"Non-holiday"
"4086",2012-03-30,"Non-holiday"
"4087",2012-03-31,"Non-holiday"
"4088",2012-04-01,"Non-holiday"
"4089",2012-04-02,"Non-holiday"
"4090",2012-04-03,"Non-holiday"
"4091",2012-04-04,"Non-holiday"
"4092",2012-04-05,"Non-holiday"
"4093",2012-04-06,"Non-holiday"
"4094",2012-04-07,"Non-holiday"
"4095",2012-04-08,"Non-holiday"
"4096",2012-04-09,"Non-holiday"
"4097",2012-04-10,"Non-holiday"
"4098",2012-04-11,"Non-holiday"
"4099",2012-04-12,"Non-holiday"
"4100",2012-04-13,"Non-holiday"
"4101",2012-04-14,"Non-holiday"
"4102",2012-04-15,"Non-holiday"
"4103",2012-04-16,"Non-holiday"
"4104",2012-04-17,"Non-holiday"
"4105",2012-04-18,"Non-holiday"
"4106",2012-04-19,"Non-holiday"
"4107",2012-04-20,"Non-holiday"
"4108",2012-04-21,"Non-holiday"
"4109",2012-04-22,"Non-holiday"
"4110",2012-04-23,"Non-holiday"
"4111",2012-04-24,"Non-holiday"
"4112",2012-04-25,"Non-holiday"
"4113",2012-04-26,"Non-holiday"
"4114",2012-04-27,"Non-holiday"
"4115",2012-04-28,"Non-holiday"
"4116",2012-04-29,"Non-holiday"
"4117",2012-04-30,"Non-holiday"
"4118",2012-05-01,"Non-holiday"
"4119",2012-05-02,"Non-holiday"
"4120",2012-05-03,"Non-holiday"
"4121",2012-05-04,"Non-holiday"
"4122",2012-05-05,"Non-holiday"
"4123",2012-05-06,"Non-holiday"
"4124",2012-05-07,"Non-holiday"
"4125",2012-05-08,"Non-holiday"
"4126",2012-05-09,"Non-holiday"
"4127",2012-05-10,"Non-holiday"
"4128",2012-05-11,"Non-holiday"
"4129",2012-05-12,"Non-holiday"
"4130",2012-05-13,"Non-holiday"
"4131",2012-05-14,"Non-holiday"
"4132",2012-05-15,"Non-holiday"
"4133",2012-05-16,"Non-holiday"
"4134",2012-05-17,"Non-holiday"
"4135",2012-05-18,"Non-holiday"
"4136",2012-05-19,"Non-holiday"
"4137",2012-05-20,"Non-holiday"
"4138",2012-05-21,"Non-holiday"
"4139",2012-05-22,"Non-holiday"
"4140",2012-05-23,"Non-holiday"
"4141",2012-05-24,"Non-holiday"
"4142",2012-05-25,"Non-holiday"
"4143",2012-05-26,"Non-holiday"
"4144",2012-05-27,"Non-holiday"
"4145",2012-05-28,"Holiday"
"4146",2012-05-29,"Non-holiday"
"4147",2012-05-30,"Non-holiday"
"4148",2012-05-31,"Non-holiday"
"4149",2012-06-01,"Non-holiday"
"4150",2012-06-02,"Non-holiday"
"4151",2012-06-03,"Non-holiday"
"4152",2012-06-04,"Non-holiday"
"4153",2012-06-05,"Non-holiday"
"4154",2012-06-06,"Non-holiday"
"4155",2012-06-07,"Non-holiday"
"4156",2012-06-08,"Non-holiday"
"4157",2012-06-09,"Non-holiday"
"4158",2012-06-10,"Non-holiday"
"4159",2012-06-11,"Non-holiday"
"4160",2012-06-12,"Non-holiday"
"4161",2012-06-13,"Non-holiday"
"4162",2012-06-14,"Non-holiday"
"4163",2012-06-15,"Non-holiday"
"4164",2012-06-16,"Non-holiday"
"4165",2012-06-17,"Non-holiday"
"4166",2012-06-18,"Non-holiday"
"4167",2012-06-19,"Non-holiday"
"4168",2012-06-20,"Non-holiday"
"4169",2012-06-21,"Non-holiday"
"4170",2012-06-22,"Non-holiday"
"4171",2012-06-23,"Non-holiday"
"4172",2012-06-24,"Non-holiday"
"4173",2012-06-25,"Non-holiday"
"4174",2012-06-26,"Non-holiday"
"4175",2012-06-27,"Non-holiday"
"4176",2012-06-28,"Non-holiday"
"4177",2012-06-29,"Non-holiday"
"4178",2012-06-30,"Non-holiday"
"4179",2012-07-01,"Non-holiday"
"4180",2012-07-02,"Non-holiday"
"4181",2012-07-03,"Non-holiday"
"4182",2012-07-04,"Holiday"
"4183",2012-07-05,"Non-holiday"
"4184",2012-07-06,"Non-holiday"
"4185",2012-07-07,"Non-holiday"
"4186",2012-07-08,"Non-holiday"
"4187",2012-07-09,"Non-holiday"
"4188",2012-07-10,"Non-holiday"
"4189",2012-07-11,"Non-holiday"
"4190",2012-07-12,"Non-holiday"
"4191",2012-07-13,"Non-holiday"
"4192",2012-07-14,"Non-holiday"
"4193",2012-07-15,"Non-holiday"
"4194",2012-07-16,"Non-holiday"
"4195",2012-07-17,"Non-holiday"
"4196",2012-07-18,"Non-holiday"
"4197",2012-07-19,"Non-holiday"
"4198",2012-07-20,"Non-holiday"
"4199",2012-07-21,"Non-holiday"
"4200",2012-07-22,"Non-holiday"
"4201",2012-07-23,"Non-holiday"
"4202",2012-07-24,"Non-holiday"
"4203",2012-07-25,"Non-holiday"
"4204",2012-07-26,"Non-holiday"
"4205",2012-07-27,"Non-holiday"
"4206",2012-07-28,"Non-holiday"
"4207",2012-07-29,"Non-holiday"
"4208",2012-07-30,"Non-holiday"
"4209",2012-07-31,"Non-holiday"
"4210",2012-08-01,"Non-holiday"
"4211",2012-08-02,"Non-holiday"
"4212",2012-08-03,"Non-holiday"
"4213",2012-08-04,"Non-holiday"
"4214",2012-08-05,"Non-holiday"
"4215",2012-08-06,"Non-holiday"
"4216",2012-08-07,"Non-holiday"
"4217",2012-08-08,"Non-holiday"
"4218",2012-08-09,"Non-holiday"
"4219",2012-08-10,"Non-holiday"
"4220",2012-08-11,"Non-holiday"
"4221",2012-08-12,"Non-holiday"
"4222",2012-08-13,"Non-holiday"
"4223",2012-08-14,"Non-holiday"
"4224",2012-08-15,"Non-holiday"
"4225",2012-08-16,"Non-holiday"
"4226",2012-08-17,"Non-holiday"
"4227",2012-08-18,"Non-holiday"
"4228",2012-08-19,"Non-holiday"
"4229",2012-08-20,"Non-holiday"
"4230",2012-08-21,"Non-holiday"
"4231",2012-08-22,"Non-holiday"
"4232",2012-08-23,"Non-holiday"
"4233",2012-08-24,"Non-holiday"
"4234",2012-08-25,"Non-holiday"
"4235",2012-08-26,"Non-holiday"
"4236",2012-08-27,"Non-holiday"
"4237",2012-08-28,"Non-holiday"
"4238",2012-08-29,"Non-holiday"
"4239",2012-08-30,"Non-holiday"
"4240",2012-08-31,"Non-holiday"
"4241",2012-09-01,"Non-holiday"
"4242",2012-09-02,"Non-holiday"
"4243",2012-09-03,"Holiday"
"4244",2012-09-04,"Non-holiday"
"4245",2012-09-05,"Non-holiday"
"4246",2012-09-06,"Non-holiday"
"4247",2012-09-07,"Non-holiday"
"4248",2012-09-08,"Non-holiday"
"4249",2012-09-09,"Non-holiday"
"4250",2012-09-10,"Non-holiday"
"4251",2012-09-11,"Non-holiday"
"4252",2012-09-12,"Non-holiday"
"4253",2012-09-13,"Non-holiday"
"4254",2012-09-14,"Non-holiday"
"4255",2012-09-15,"Non-holiday"
"4256",2012-09-16,"Non-holiday"
"4257",2012-09-17,"Non-holiday"
"4258",2012-09-18,"Non-holiday"
"4259",2012-09-19,"Non-holiday"
"4260",2012-09-20,"Non-holiday"
"4261",2012-09-21,"Non-holiday"
"4262",2012-09-22,"Non-holiday"
"4263",2012-09-23,"Non-holiday"
"4264",2012-09-24,"Non-holiday"
"4265",2012-09-25,"Non-holiday"
"4266",2012-09-26,"Non-holiday"
"4267",2012-09-27,"Non-holiday"
"4268",2012-09-28,"Non-holiday"
"4269",2012-09-29,"Non-holiday"
"4270",2012-09-30,"Non-holiday"
